authors,title,year,dric
"(4) AE Duncan, S Pennellini, S Barnie, M Osei-Marfo, SN Boateng, A Bonoli","Assessing the sustainable management of coastal wetlands in developing economies: a case study on the Iture-Abakam Natural Wetland in Cape Coast, Ghana",2023,NO
"(4) AE Duncan, S Barnie, M Osei-Marfo, SN Boateng, G Acquaah, G Oboh",Water Quality Monitoring in the Pra Basin of Ghana,2023,NO
"(2) AE Duncan, S Pennellini, S BARNIE, M Osei-Marfo, SN Boateng, A Bonoli","Natural Wetlands: Are they Managed Sustainably in Developing Economies? A Case Study on the Iture-Abakam Natural Wetland in Cape Coast, Ghana",2023,NO
"(1) S Essien-Baidoo, MA Essuman, B Adarkwa-Yiadom, D Adarkwa, ...","Urinogenital schistosomiasis knowledge, attitude, practices, and its clinical correlates among communities along water bodies in the Kwahu Afram Plains North District, Ghana",2023,NO
"(3) MA Essuman, NA Addy, S Essien-Baidoo, IE Donkoh, FA Botchway, ...",Self-reported continuing professional development needs of medical laboratory professionals in Ghana,2023,NO
"(1) J Boachie, JY Piiga, IE Donkoh, SB Amponsah, MA Essuman, E Dadzie, ...",Transfusion-related adverse reactions: an update from a district hospital in Ghana,2023,NO
"(4) LB Blay Mensah, S Ken-Amoah, MA Essuman, B Anane-Fenin, ...",Cervical Microbiota Influences Cytokine Diversity in Cervical Intraepithelial Neoplasia among Rural Women in the Akyemansa District of Ghana,2023,NO
"(2) S Essien-Baidoo, MA Essuman, J Tee, RKD Ephraim, LB Blay Mensah, ...","Toward schistosomiasis control: Assessment of infection-associated voiding symptoms, quality of life and the impact of exercise coupled with water intake on egg recovery in an …",2023,NO
"(1) NO Adwoa Frema Amanfo , Samuel Kyei , Yaw Duah Boakye , Clement Osei Akoto ...",Anticataract Effect of the Aqueous Extract of the Flowers of Aspilia africana in Murine Model of Diabetic and Age-Related Cataracts,2023,NF
"(1) M Ayamga, A Lawani, S Akaba, A Birindwa",Developing institutions and inter-organizational synergies through digitalization and youth engagement in african agriculture: The case of “Africa Goes Digital”,2023,NO
"(1) EO Jones, EK Tham-Agyekum, F Ankuyi, DA Ankrah, S Akaba, ...",Mobile agricultural extension delivery and climate-smart agricultural practices in a time of a pandemic: Evidence from southern Ghana,2023,NO
"(3) D Odoom, F Annor-Frempong, S Akaba, AO Mensah",Factors Affecting Sustainability of Cocoa Life Project Interventions in Ghana: Views of Beneficiaries in Wassa East District,2023,NO
"(4) JK Ocran, EL Okorley, F Annor-Frempong, S Akaba, A Obeng-Mensah, ...","Maize farmers’ preferred option for Fall Armyworm control, and factors influencing their preference: A case of Northern Ghana",2023,NO
"(1) C Mensah, EM Azila-Gbettor, EF Amissah, E Addison","COVID-19, financial anxiety and the psychological well-being of hotel workers",2023,NO
"(1) RY Nutsugbodo, C Mensah, EF Amissah, NG Baah","COVID-19, parental job losses, online learning anxiety, and social support of hospitality and tourism students",2023,NO
"(1) R Boateng, AA Huzortey, YA Gbogbo, JT Zoueu, M Brydegaard, ...",Remote vegetation diagnostics in Ghana with a hyperspectral fluorescence lidar,2023,NO
"(3) POW Adueming, J Opoku-Ansah, AA Huzortey, CLY Amuah, K Nyandey, ...",Research Article A Feasibility Study on Monitoring Shelf Life of Bottled Natural Fruit Juice Using Laser-Induced Autofluorescence,2023,NO
"(1) MK Ananga, RK Agbefu, PN Doku, A Manu, DO Alangea, JK Ganle",The influence of social capital in the utilisation of sexual reproductive health services among the youth in Ghana. A community-based cross-sectional study,2023,NO
(1) PN Doku,Child maltreatment and associated sociodemographic factors among children affected by HIV/AIDS in Ghana: a multi-informant perspective,2023,NO
"(2) PN Doku, MK Ananga, N Jehu-Appiah, KM Akohene, TP Debrah, ...",Child maltreatment mediates the relationship between HIV/AIDS family dysfunction trajectories and psychosocial problems among adolescents,2023,NO
"(2) JA Apenteng, N Agyepong, RA Tetteh, J Asante, EEA Yeboah, T Turkson, ...",Prevalence and Antimicrobial Susceptibility Patterns of Escherichia Coli and Salmonella Typhi Isolated from Meat and Fish Samples from Selected Markets in a Metropolis and …,2023,NO
"(2) MA Baidoo, EW Ansah, S Essien-Baidoo",Employee turnover intention: The predictive role of work-related burnout and psychosocial climate among university workers,2023,NO
"(2) MA Baidoo, EW Ansah, S Essien-Baidoo",Psychosocial work environment and burnout among employees of a Ghanaian Public University,2023,NO
"(6) RK Adatsi, AS Bockarie, L Derkyi-Kwarteng, F Pappoe, P Nsiah, ...",Increased insulin resistance with reduced beta cell function in recovered COVID-19 Ghanaians,2023,NO
"(3) P Barnes, E Agbo, J Wang, B Amoani, Y Kwaku Opoku, P Okyere, ...",Prognostic Worth of Nrf2/BACH1/HO-1 Protein Expression in the Development of Breast Cancer,2023,NO
"(2) RO Saahene, FA Yeboah, P Barnes",23 Expression of Ras and Rab interactor 1 (Rin1) and Notch1 in head and neck tumours at selected hospitals in Ghana,2023,YES
"(2) P Barnes, RO Saahene",Abstract C018: Prognostic worth of Nrf2/BACH1/HO-1 signals in the development of breast cancer,2023,NO
"(2) SA Sakyi, A Effah, E Naturinda, E Senu, S Opoku, B Amoani, SK Agordzo, ...",Comparison of Modified Manual Acid‐Phenol Chloroform Method and Commercial RNA Extraction Kits for Resource Limited Laboratories,2023,NO
"(1) SA Sakyi, P Tawiah, E Senu, RO Ampofo, AK Enimil, B Amoani, EO Anto, ...","Frailty syndrome and associated factors among patients with hypertension: A cross‐sectional study in Kumasi, Ghana",2023,NO
"(2) SA Sakyi, A Efah, E Naturinda, E Senu, S Opoku, B Amoani, SK Agordzo, ...",Research Article Comparison of Modified Manual Acid• Phenol Chloroform Method and Commercial RNA Extraction Kits for Resource Limited Laboratories,2023,NO
"(4) M Oteng-Peprah, PA Obeng, MA Acheampong, MA Anang",Fixed-bed column sorption kinetic rates on the removal of both biochemical oxygen demand (BOD5) and chemical oxygen demand (COD) in domestic greywater by …,2023,NO
"(2) PA Obeng, E Awere, PA Obeng, M Oteng-Peprah, AK Mwinsuubo, ...",Usage and microbial safety of shared and unshared excreta disposal facilities in developing countries: the case of a Ghanaian rural district,2023,NO
"(1) E Awere, PA Obeng, A Bonoli",Application of Palm Kernel Shell Granular Filter Medium for Decolourisation and COD Removal from Clarified Palm Oil Mill Effluent,2023,NO
"(1) B Osei, S Abugre, EA Obeng, AB Afrifa, I Ofori, MR Adams",Prospects of payment for ecosystem services: A case for teak and cashew plantation development in Ghana,2023,NO
"(1) M Segbenya, D Atadika, SPK Aheto, EB Nimo","Modelling the relationship between teaching methods, assessment methods and acquisition of 21st employability skills among university graduates",2023,NO
"(5) M Segbenya, LA Dankyi, JK Dankyi, PM Agyei, VM Minadzi",Sixty-six years of a guidance service delivery in Ghana: Analysis of stakeholders' attitudes and perceived relevance on career success,2023,NO
"(3) M Segbenya, B Bervell, BA Somuah, VM Minadzi",Examining course facilitators’ perspectives on online facilitation for distance education,2023,NO
"(3) H Potakey, J Mensah, J Agyenim","Predisposing factors of environmental citizenship behavior among Senior High School students in the Cape Coast Metropolis, Ghana",2023,NO
"(6) NA Anokye, JV Mensah, HMD Potakey, JS Boateng, DW Essaw, ...",Sand mining and land-based livelihood security in two selected districts in the Central Region of Ghana,2023,NO
"(3) J Mensah, BY Tachie, HMD Potakey",Open defecation near a world heritage site: causes and implication for sustainable tourism and heritage management,2023,NO
"(5) DW Essaw, JV Mensah, NA Anokye, EY Tenkorang, JS Boateng, ...",Governance for sustainable sand mining in two selected local government areas in the central region of Ghana,2023,NO
"(1) E Afum, K Issau, Y Agyabeng-Mensah, C Baah, E Dacosta, E Essandoh, ...",The missing links of sustainable supply chain management and green radical product innovation between sustainable entrepreneurship orientation and sustainability performance,2023,NO
"(1) Z Hamidu, FO Boachie-Mensah, K Issau",Supply chain resilience and performance of manufacturing firms: role of supply chain disruption,2023,NO
"(1) Z Hamidu, BD Mensah, K Issau, E Asafo-Adjei",Does technological innovation matter in the nexus between supply chain resilience and performance of manufacturing firms in a developing economy?,2023,NO
"(2) E Asafo-Adjei, Z Hamidu, K Issau, BA Seidu, AM Adam",The dark and bright side of network complexity: Novel insights from an asymmetric supply chain recovery and disruption approach,2023,NO
"(3) K Issau, RI Gnankob, A Ansong, ISK Acquah, NMA Erskine-Sackey",Organisational learning and customer focus: implications on firm performance in the hotel industry,2023,NO
"(2) MJ Osserand, RI Gnankob, A Ansong, K Issau",Servant leadership and teachers' stress: the role of teacher engagement,2023,NO
"(3) ISK Acquah, K Issau, R Dei Mensah, F Vanderpuye","When stakeholder orientations matter: Modelling employee orientation, shareholder orientation and supply chain orientation as necessary and sufficient conditions for firm …",2023,NO
"(2) K Issau, ISK Acquah, AO Frempong, NMA Erskine-Sackey, A Forson",Customer relationship management practices and client’s satisfaction: Lessons from Ghana’s National Health Insurance Scheme (NHIS),2023,NO
"(2) ISK Acquah, K Issau, R Dei Mensah, F Vanderpuye","When Orientations Matter: Modelling Employee Orientation, Shareholder Orientation and Supply Chain Orientation as Necessary and Sufficient Conditions for Firm Performance",2023,NO
(1) PAP Bernard Yaw Sekyi Acquah,Self-Efficacy Beliefs and Performance of Pre-Service Economics Teachers: Implications for Teacher Training,2023,NF
"(1) BYS Acquah, PA Partey",Self-efficacy beliefs and performance of pre-service economics teachers: Implications for teacher training,2023,NO
"(1) C Apprey, M Mensah, D Agyarko, YAK Klu, S Acquah","The influence of nutrition knowledge, attitude, practices, and dietary diversity on obesity among market women in the Cape Coast Metropolis, Ghana: A cross‐sectional study",2023,NO
"(2) P Nsiah, S Acquah, AS Bockarie, G Adjei, E Aniakwaa-Bonsu, E Togbe, ...",Non-HDL Cholesterol and Remnant Cholesterol Predict Different Components of the Metabolic Syndrome in Type 2 Diabetes Mellitus Patients in a Regional Hospital,2023,NO
"(2) PA Partey, BYS Acquah",Experiences of the Pre-Tertiary Ghanaian Teacher Teaching Amidst a Pandemic,2023,NO
"(1) BYS Acquah, DD Agbo",Effect of Emotional Intelligence on Economic Teachers’ Self-Efficacy: The Moderating Role of Background Characteristics,2023,NF
"(1) ISK Acquah, C Baah, Y Agyabeng‐Mensah, E Afum",Green procurement and green innovation for green organizational legitimacy and access to green finance: The mediating role of total quality management,2023,NO
"(1) Y Agyabeng-Mensah, E Afum, ISK Acquah, C Baah",How does supply chain knowledge enhance green innovation? The mediation mechanisms of corporate reputation and non-supply chain learning,2023,NO
"(1) AB Owusu, CA Mensah, IEM Fynn, C Kwang, IK Arthur, K Adu-Boahen","Indicator-based assessment of the liveability of communities in the Accra Metropolitan Area, Ghana: A transdisciplinary approach",2023,NO
"(1) MSB Mensah, KNA Arthur, E Mensah-Williams",Antecedents of e-learning in undergraduate entrepreneurship education,2023,NO
"(1) O Domfeh, GA Ameyaw, GK Awudzi, A Arthur, A Ofori, E Anokye, ...",Disease reaction of cacao progenies following inoculation with the cacao swollen shoot Togo B virus (CSSTBV) under field conditions,2023,NO
"(1) M Segbenya, L Aframea Dankyi, J Kwakyewaa Dankyi, R Owusu–Achiaw",Modelling university students’ preferences and interconnectedness among various careers/occupations in Ghana,2023,NO
"(2) F Senyametor, LA Dankyi, E Dorsah, M Asare",Relationships between dimensions of instructional quality and trainee-teacher effectiveness,2023,NO
"(2) JK Dankyi, LA Dankyi",Experiences of husbands of student mothers on a distance learning programme: A phenomenological enquiry,2023,YES
"(2) E Nsenkyire, RK Nkrumah, J Nunoo, J Sebu",Energy poverty and functional disability nexus: Empirical evidence from Ghana,2023,NO
"(1) VL Domaley, F Senyametor, BD Yusif, A Antwia, K Nkrumah",Relationship between Academic Stress and Thesis Completion among University Postgraduate Students,2023,NO
"(2) F Senyametor, VN Abagbana, MO Amponsah, A Adu, K Nkrumah",Second cycle students’ program choice and their aspired programmes at the tertiary level,2023,NO
(1) IK Nkrumah,Stimulus-response binding is not a gradually learned association between specific stimuli and their responses: Evidence from a teenage bilingual population,2023,NF
"(1) I Buabeng, AV Bosscher",Effects of Computer-Aided Instruction (CAI) on Junior High School Students’ Achievement and Retention,2023,NO
"(1) EK Dabone, K. T., Ntoaduro, A., & Ntim",Challenges teachers experience in inclusive schools in Ghana as clairvoyants for their self-efficacy.,2023,NO
"(1) Richard Kyere Asomah, Douglas Darko Agyei, Forster D. Ntow, Isaac Benning",Hypothetical Approach to the Teaching of Trigonometric Concepts Using Cooperative Learning,2023,NF
"(1) AO Odewabi, RS Ajibola, KS Oritogun, M Ekor","Levels of Clara cell secretory protein and surfactant protein A in municipal solid waste management workers in Ibadan, Southwest Nigeria",2023,NO
"(4) NE Thomford, FN Dampson, G Adjei, S Eliason, M Ekor, GB Kyei",Psychometric assessment of HIV stigma in patients attending a tertiary facility: An initial validation of the Berger HIV stigma scale in a Ghanaian perspective,2023,NF
"(5) A Osman, FA Johnson, S Mariwah, D Amoako-Sakyi, SA Owusu, M Ekor, ...",Antimalarial stocking decisions among medicine retailers in Ghana: implications for quality management and control of malaria,2023,NO
"(1) MYT Jnr, JG Gatsi, EAK Amponsah, SDM Aba",Digital Financial Ecosystems,2023,NF
"(1) J Adusei-Gyamfi, ASA Gyebi, AK Amponsah, G Atampugre, S Tilahun, ...",Fostering community-based water quality and quantity monitoring through citizen science in the Ashanti Region of Ghana: a citizen science training report,2023,NO
"(4) D Anokwah, E Asante-Kwatia, Y Jibira, IK Amponsah, S Kyei, GP Cobbold, ...","Pharmacognostic study, anti-inflammatory and, antioxidant activities of Loeseneriella africana",2023,NO
"(1) J Adusei-Gyamfi, ASA Gyebi, AK Amponsah, G Atampugre, SA Tilahun, ...",Evaluating hydrological dynamics and water quality in agricultural landscapes in Ghana’s Forest Transition Belt: a citizen science approach,2023,NO
"(1) S Tilahun, AK Amponsah, G Atampugre, BZ Birhanu, M Dembélé, S Darko, ...",Integrated Land and Water Resources Assessment for Sustainable Irrigation Development in Changing Agroforestry Landscapes: A Case Study of Ghana,2023,NF
"(1) J Ayettey, A Ablorde, GK Amlalo, BA Mensah, AA Kudom","Entomological surveillance on Aedes aegypti during covid 19 period in Cape Coast, Ghana: Risk of arboviral outbreaks, multiple insecticide resistance and distribution of …",2023,NO
"(1) A Ablorde, J Ayettey, I Kroidl, A Wieser, AA Kudom","Co-occurrence of multiple kdr mutations (F1534C, V1016I, V410L) in Aedes aegypti from coastal areas in Ghana and assessment of the role of mosquito coil in causing pyrethroid …",2023,NO
"(1) NI Gbordzoe, P Obeng, MA Ogum, M Amoadu, JO Sarfo, JEJ Hagan",Multiple sexual partnership among school-going adolescents in Benin: a population-based study of prevalence and predictors,2023,NO
"(2) RA Botwe, JK Hagan, SA Ofori, B Yeboah",Assessment of phenotypic variation in the local quail (Coturnix coturnix) populations of Ghana,2023,NO
"(2) B Yeboah, JK Hagan, SA Ofori, RA Botwe",Morphometric characterization and diversity of indigenous ducks in agro-ecological zones of Ghana,2023,NO
"(2) F Kruenti, JK Hagan, SA Ofori, VK Lamptey",Variability in proximate and mineral compositions of yolk and albumen in eggs kept under different,2023,NO
"(2) F Kruenti, JK Hagan, SA Ofori, VK Lamptey",Variability in Proximate and Mineral Compositions of Yolk and Albumen in Eggs Kept Under Different Storage Conditions,2023,NO
"(3) FP Lamptey, E Teye, EE Abano, CLY Amuah",Application of handheld NIR spectrometer for simultaneous identification and quantification of quality parameters in intact mango fruits,2023,NO
"(2) E Teye, CLY Amuah, TS Yeh, R Nyorkeh",Nondestructive detection of moisture content in palm oil by using portable vibrational spectroscopy and optimal prediction algorithms,2023,YES
"(3) VG Boadu, E Teye, CLY Amuah, FP Lamptey, LK Sam-Amoah",Portable NIR spectroscopic application for coffee integrity and detection of adulteration with coffee husk,2023,NO
"(5) JP Ninnoni, F Nsatimba, SO Agyemang, IT Commey, L Bennin, E Agyare, ...",An exploratory qualitative study of the psychological effects of HIV diagnosis; the need for early involvement of mental health professionals to improve linkage to care,2023,NO
"(3) IT Commey, JPK Ninnoni, E Asamoah Ampofo, D Miezah",Living with Schizophrenia: The role of interpersonal relationships,2023,YES
"(1) IT Commey, JPK Ninnoni, EA Ampofo, D Miezah",Living with Schizophrenia: the role of interpersonal relationships,2023,YES
"(2) IT Commey, JPK Ninnoni, EA Ampofo, D Miezah",Discover Psychology,2023,NO
"(1) POM Maison, I Yahaya, KAA Appiah, OE Ekor, C Apraku, E Egyir",Circumcision practice among trained circumcisers in Ghana,2023,NO
"(1) YA Nartey, AB Donkor, ADJ Siaw, OE Ekor, BB Jimah",Carbapenem‐Resistant Acinetobacter baumannii Bloodstream Infection in a Ghanaian Patient with Unilateral Diaphragmatic Eventration and HIV Type 1 Infection,2023,NO
"(1) SK Tulashie, EEA Akpari, G Appiah, A Adongo, EK Andoh",Acid hydrolysis of sawdust waste into bioethanol,2023,YES
"(1) F Nuamah, SK Tulashie, JS Debrah, ROE Pèlèbè","Microplastics in the Gulf of Guinea: An analysis of concentrations and distribution in sediments, gills, and guts of fish collected off the coast of Ghana",2023,NO
"(2) SK Tulashie, D Dodoo, E Ketu, SGK Adiku, MK Miyittah, E Forfoe, E Arthur",Environmental and socio-economic benefits of a circular economy for bioethanol production in the northern part of Ghana,2023,NO
"(3) F Nsiah, SK Tulashie, M Miyittah, F Nuamah, FW Tsyawo",Impact assessment of high-risk analytes in produced water from oil and gas industry,2023,NO
"(2) SK Tulashie, M Iddrisu, M Miyittah, AWI Atiiga, S Mensah, AKB Dadzie",Large scale production of lipid for biodiesel from green microalgae using wastewater,2023,NO
"(1) SK Tulashie, M Iddrisu, S Mensah, F Kotoka, K Adu",Adsorptive removal of reactive violet 5 azodye (V5R) with biochar: An ecofriendly technology,2023,NO
"(1) WK Darkwah, AB Appiagyei, JB Puplampu, J Otabil Bonsu",Mechanistic understanding of the use of single-atom and nanocluster catalysts for syngas production via partial oxidation of methane,2023,NO
"(1) WK Darkwah, AB Appiagyei, JB Puplampu",Transforming the Petroleum Industry through Catalytic Oxidation Reactions vis-à-vis Preceramic Polymer Catalyst Supports,2023,NO
"(2) SS Kwapong, KK Asare, KA Kusi, F Pappoe, N Ndam, R Tahar, ...",Mosquito bites and stage-specific antibody responses against Plasmodium falciparum in southern Ghana,2023,NO
"(1) KK Asare, HA Bentil, E Gyesi, S Amoah, F Bentsi-Enchill, YK Opoku",Candidiasis profile at the outpatient department of the university of cape coast hospital in the central region of Ghana: a retrospective study,2023,NO
"(2) PE Duntu, J Afrifa, YK Opoku, KK Asare",Plasmodium falciparum RIFINS: Role in malaria pathogenesis,2023,NO
"(1) KK Asare, J Mbata, S Amoah, PB Mayeem, F Bentsi-Enchill, YK Opoku",Network of interaction among enterobacter species and klebsiella pneumonia clinical isolates and the antibiotic resistance pattern at cape coast,2023,NO
"(4) NE Thomford, A Anyanful, RO Ateko, D Blackhurst, RP Biney, D Boadi, ...","Apolipoprotein E genetic variation, atherogenic index and cardiovascular disease risk assessment in an African population: An analysis of HIV and malaria patients in Ghana",2023,NF
"(5) NE Thomford, T Kellerman, O Debrah, A Anyanful, RP Biney, D Boadi, ...",PA-113 Pharmacogenomics of drug-drug interactions in malaria-HIV con-infections: effects on generic artemether-lumefantrine therapy used in Ghana for malaria treatment,2023,NF
"(1) G Kwakye-Nuako, MT Mosore, D Boakye, PA Bates","Description, biology, and medical significance of Leishmania (Mundinia) chancei n. sp.(Kinetoplastea: Trypanosomatidae) from Ghana and Leishmania (Mundinia) procaviensis n. sp …",2023,NO
"(1) C Yeboaa, H Odoi, R Owusu Ntim, YD Boakye, G Kwakye-Nuako, ...",Diversity and antibiograms of bacteria isolated from cutaneous leishmaniasis wounds in the Nkwanta South District of Ghana,2023,NO
"(1) H Almutairi, MD Urbaniak, MD Bates, G Kwakye-Nuako, WS Al-Salem, ...","Chromosome-Scale Assembly of the Complete Genome Sequence of Leishmania (Mundinia) procaviensis Isolate 253, Strain LV425",2023,NO
"(1) SO Sowah, LA Amaama, P Okyere, P Adoba, J Afrifa, I Donkor, ...",The dilemma of chronic kidney disease of unknown origin,2023,NO
"(2) S Amoah, AN Yartey, P Fosu Adjei, M Owusu-Akyaw, J Boachie, ...","HBV Infection Is an Intermediate‐Risk Disease, Whereas Anaemia Is a Mild‐to‐Moderate Public Health Problem in Young Ghanaian Adults: A Four‐Year Retrospective Analysis of …",2023,NO
"(4) M Adanusa, G Adjei, S Eliason, S Amoah, C Benson, I Sirikyi, F Pappoe, ...",Sero-prevalence of Hepatitis B and C at a Primary Healthcare centre in Ghana,2023,NF
"(2) S Amoah, AN Yartey, PF Adjei, M Owusu-Akyaw, J Boachie, DL Simpong, ...","Research Article HBV Infection Is an Intermediate-Risk Disease, Whereas Anaemia Is a Mild-to-Moderate Public Health Problem in Young Ghanaian Adults: A Four-Year Retrospective …",2023,NO
"(1) G Papageorgiou, SK Amoah, C Pierotti, M Otero, S Eckel, K Coffey, ...",Prenatal alcohol exposure results in brain region- and sex-specific changes in circHomer1 expression in adult mouse brain,2023,NO
"(4) MO Adu, N Zigah, DO Yawson, KK Amoah, E Afutu, K Atiah, AA Darkwa, ...",Plasticity of root hair and rhizosheath traits and their relationship to phosphorus uptake in sorghum,2023,NO
"(8) E Teye, CLY Amuah, K Atiah, RO Darko, T Abindaw, KK Amoah, ...",Quick determination of soil quality using portable spectroscopy and efficient multivariate techniques,2023,YES
"(7) E Teye, CLY Amuah, K Atiah, RO Darko, T Abindaw, KK Amoah, ...",Research Article Quick Determination of Soil Quality Using Portable Spectroscopy and Efficient Multivariate Techniques,2023,NO
"(1) EK Dordoye, K Affram, E Dziwornu, AF Danso, F Djankpa, SK Adjenti",Perception of Alcohol Use and Alcohol Use Disorder among Persons Involved in Road Accidents at an Emergency Department: A Cross-Sectional Study,2023,NO
"(1) IK Asante, JK Ocran, EW Inkoom",Modeling pesticide use behavior among farmers in the Upper East Region of Ghana: An empirical application of the Theory of Planned Behavior,2023,NO
"(1) IK Asante, EW Inkoom, JK Ocran, E Kyeremateng, G Sabari, FT Odamtten",Intention of smallholder maize farmers to adopt integrated pest management practices for fall armyworm control in the Upper East region of Ghana,2023,NO
"(2) A Qua-Enoo, B Bervell, P Nyagorme, JKE Edumadze",Distance Education in Ghana: Assessing Students Readiness for Information Communication Integration,2023,NO
